[2] : 0.0869,-0.2037,0.9679,16.7541,-11.4517,10.9100,-310.3745,86.2104,-190.4193,0.0141
[2] : 0.0927,-0.1719,0.9818,16.2811,-11.3601,12.3062,-310.3745,86.2104,-190.4193,0.0141
[2] : 0.1232,-0.1401,0.9750,9.8266,-13.8244,17.6391,-311.8739,90.7085,-194.9174,0.0141
[2] : 0.1642,-0.1652,0.9904,7.7896,-18.2037,21.7971,-313.3733,95.2067,-202.4144,0.0141
[2] : 0.1541,-0.1762,0.9745,15.7318,-20.9197,12.8784,-110.9557,318.6157,-152.9345,0.0140
[2] : 0.1132,-0.1647,1.0076,18.9819,-22.9949,5.1193,-314.8727,87.7097,-188.9199,0.0142
[2] : 0.1033,-0.1766,1.0037,17.8070,-26.4053,8.5983,-119.9520,327.6121,-155.9333,0.0141
[2] : 0.0690,-0.1934,1.0112,20.1034,-15.3427,18.7454,-325.3684,92.2079,-199.4156,0.0141
[2] : 0.1044,-0.1589,1.0202,16.8914,-3.8070,44.2733,-115.4538,326.1127,-142.4388,0.0140
[2] : 0.1174,-0.1855,1.0406,12.4435,-3.7536,51.0787,-115.4538,326.1127,-142.4388,0.0141
[2] : 0.1158,-0.1966,1.0269,17.6925,-6.7520,54.8553,-311.8739,96.7061,-188.9199,0.0141
[2] : 0.1702,-0.1810,1.0847,39.0701,-22.5830,77.0339,-101.9593,321.6145,-164.9296,0.0142
[2] : 0.2337,-0.1669,1.0423,60.3485,-13.9617,71.8994,-310.3745,110.2006,-193.4180,0.0142
[2] : 0.2034,-0.1118,1.0621,48.0804,4.1732,33.8973,-335.8641,3.7439,-524.7832,0.0141
[2] : 0.1651,-0.0933,1.0275,34.9121,11.5356,21.9573,-307.3757,119.1969,-196.4168,0.0141
[2] : 0.1114,-0.0628,0.9812,24.5895,8.7738,28.8696,-308.8751,102.7036,-206.9125,0.0141
[2] : 0.1528,-0.0302,0.9431,2.4871,10.5056,45.4406,-343.3610,-0.7541,-511.2886,0.0141
[2] : 0.0993,-0.1491,1.0130,-23.1628,12.3443,64.2013,-343.3610,-0.7541,-511.2886,0.0140
[2] : 0.1542,-0.1489,0.9953,-8.9569,0.8850,52.5894,-305.8763,132.6914,-197.9162,0.0141
[2] : 0.1606,-0.1291,1.0225,-5.6381,-2.0675,44.0673,-305.8763,132.6914,-197.9162,0.0141
[2] : 0.1272,-0.1279,1.0315,2.1133,-6.3934,24.2462,-302.8775,135.6902,-206.9125,0.0141
[2] : 0.1562,-0.1181,1.0270,9.1781,-2.7236,22.5143,-295.3806,125.1945,-205.4132,0.0141
[2] : 0.1360,-0.1552,1.0426,19.1040,5.7144,32.8903,-295.3806,125.1945,-205.4132,0.0141
[2] : 0.1355,-0.1339,1.0437,43.1518,25.5203,55.8853,-293.8812,135.6902,-206.9125,0.0141
[2] : 0.1492,-0.1017,1.0544,53.7109,45.8145,79.9179,-293.8812,135.6902,-206.9125,0.0141
[2] : 0.1232,-0.0628,1.0382,53.1539,56.4498,96.5499,-286.3843,152.1835,-217.4083,0.0142
[2] : 0.0502,-0.0122,0.9507,33.8134,51.7730,94.6273,-298.3794,152.1835,-229.4034,0.0141
[2] : 0.0459,-0.0674,0.9829,-9.3383,27.3590,75.3326,-101.9593,327.6121,-167.9284,0.0141
[2] : 0.0532,-0.1343,1.0249,-21.8887,25.8712,78.9108,-268.3916,161.1798,-226.4046,0.0141
[2] : 0.0431,-0.1213,1.0246,-2.7465,30.4336,78.2546,-268.3916,161.1798,-226.4046,0.0141
[2] : 0.0131,-0.1110,1.0363,5.0964,25.5661,75.1876,-253.3977,164.1786,-235.4010,0.0141
[2] : 0.0397,-0.1273,1.0416,8.1558,24.0402,89.7369,-107.9569,324.6133,-155.9333,0.0141
[2] : -0.0119,-0.1106,1.0469,7.0648,19.8211,116.8975,-107.9569,324.6133,-155.9333,0.0141
[2] : -0.0570,-0.0899,1.0213,-0.7476,6.6833,143.3105,-245.9007,189.6682,-242.8979,0.0141
[2] : -0.0638,-0.0996,1.0013,-2.6016,-4.4937,132.4081,-110.9557,330.6109,-161.9309,0.0141
[2] : -0.0283,-0.0661,0.9981,2.9144,-9.9945,108.5357,-238.4038,197.1652,-235.4010,0.0141
[2] : -0.0081,-0.0665,1.0124,-5.1116,-16.5786,88.1195,-118.4526,338.1078,-160.4315,0.0141
[2] : 0.0400,-0.0756,1.0014,-8.8119,-18.9666,75.1724,-229.4075,212.1591,-238.3997,0.0141
[2] : 0.0453,-0.1050,1.0541,-13.9923,-23.6282,52.4139,-220.4111,215.1578,-229.4034,0.0141
[2] : 0.0183,-0.1011,1.0548,-12.1078,-24.5513,47.9507,-341.8616,-2.2535,-515.7868,0.0139
[2] : -0.0156,-0.1157,1.0375,-11.3067,-23.9334,59.9899,-229.4075,227.1530,-223.4058,0.0141
[2] : -0.0540,-0.1275,1.0552,0.7705,-21.4843,77.5985,-340.3623,2.2445,-529.2813,0.0139
[2] : -0.0168,-0.1129,1.0324,13.0386,-26.0925,88.9968,-205.4172,218.1566,-232.4022,0.0141
[2] : 0.0524,-0.1403,1.0282,23.5214,-32.3181,95.3369,-116.9532,327.6121,-167.9284,0.0142
[2] : 0.0234,-0.0842,1.0346,25.5889,-25.5279,102.4627,-347.8592,0.7452,-521.7844,0.0141
[2] : 0.0291,-0.0870,1.0169,21.7895,-29.2434,108.7341,-208.4160,236.1493,-220.4071,0.0141
[2] : 0.0564,-0.0687,1.0380,19.5312,-27.2674,108.4518,-340.3623,5.2433,-523.2838,0.0141
[2] : 0.0608,-0.0650,1.0282,13.1835,-18.8980,100.5249,-185.9252,252.6426,-227.9040,0.0141
[2] : 0.0765,-0.0695,1.0219,4.8522,-13.2369,93.8110,-109.4563,335.1090,-154.4339,0.0141
[2] : 0.0874,-0.0994,1.0460,-5.5465,-5.7449,81.6802,-349.3586,11.2409,-535.2789,0.0141
[2] : 0.1188,-0.0930,1.0269,9.4070,-49.6139,30.5480,-88.4648,317.1163,-163.4302,0.0141
[2] : 0.0883,-0.0618,0.9993,-1.2207,-34.0118,29.2205,-170.9313,249.6438,-215.9089,0.0141
[2] : 0.0516,-0.1068,1.0280,-10.0631,-16.7694,49.5376,-170.9313,249.6438,-215.9089,0.0141
[2] : 0.0468,-0.0994,1.0321,-10.9329,-11.5051,73.0361,-173.9300,273.6340,-215.9089,0.0141
[2] : 0.0300,-0.0998,1.0368,-17.0745,-8.6669,87.5015,-340.3623,5.2433,-526.2825,0.0142
[2] : 0.0297,-0.1014,1.0366,-24.4750,-2.5939,107.4981,-157.4367,278.1322,-217.4083,0.0140
[2] : 0.0419,-0.1214,1.0427,-49.4918,2.9296,124.2446,-148.4404,284.1298,-217.4083,0.0142
[2] : 0.0533,-0.1331,1.0454,-73.6083,8.2931,137.5274,-94.4624,323.1139,-166.4290,0.0141
[2] : 0.0404,-0.1850,1.0120,-89.0426,13.1301,138.8092,-116.9532,297.6243,-188.9199,0.0142
[2] : 0.0015,-0.2136,1.0328,-60.4782,2.1896,128.3264,-110.9557,321.6145,-149.9357,0.0141
[2] : 0.0847,-0.1568,1.0266,-30.8685,-8.8958,112.7395,-91.4636,314.1176,-193.4180,0.0141
[2] : 0.0247,-0.1497,1.0014,-26.3977,-2.7770,78.2470,-112.4551,329.1115,-148.4364,0.0140
[2] : -0.0173,-0.1777,1.0216,-9.4680,-3.5171,68.3212,-347.8592,12.7403,-518.7856,0.0139
[2] : -0.0070,-0.1674,0.9638,-7.9421,-6.7443,61.3098,-88.4648,320.1151,-184.4217,0.0141
[2] : 0.0159,-0.2026,1.0045,-15.2587,-6.5155,73.1582,-343.3610,-0.7541,-532.2801,0.0140
[2] : 0.0272,-0.1940,1.0348,-20.0042,-7.9574,70.9152,-82.4673,323.1139,-178.4241,0.0141
[2] : 0.0063,-0.1614,1.0346,-24.4140,-9.6969,61.5539,-115.4538,323.1139,-145.4376,0.0141
[2] : -0.0153,-0.1903,1.0125,-22.7966,-10.6658,50.9719,-352.3574,17.2384,-523.2838,0.0141
[2] : -0.0197,-0.1875,1.0275,-27.5192,-11.9018,54.2297,-71.9715,327.6121,-164.9296,0.0141
[2] : -0.0066,-0.2200,1.0106,-36.8576,-13.6337,58.2656,-349.3586,-6.7517,-526.2825,0.0141
[2] : 0.0123,-0.2247,1.0062,-27.3666,-14.5950,58.3267,-38.9850,339.6072,-167.9284,0.0141
[2] : 0.0156,-0.2707,1.0180,-14.2822,-13.2217,53.6117,-110.9557,327.6121,-149.9357,0.0141
[2] : 0.0203,-0.2191,0.9972,-5.0659,-10.8108,51.0787,-41.9838,333.6096,-164.9296,0.0141
[2] : -0.0180,-0.2346,1.0520,2.4414,-7.7896,40.0466,-34.4868,344.1054,-160.4315,0.0141
[2] : -0.0538,-0.2060,1.0319,11.3677,-4.6386,40.5807,-349.3586,-0.7541,-520.2850,0.0141
[2] : -0.0399,-0.2203,1.0078,16.8762,-1.3198,44.5785,-28.4893,341.1066,-169.4278,0.0141
[2] : -0.0201,-0.2146,1.0529,12.1841,0.4959,49.5910,-349.3586,14.2397,-526.2825,0.0141
[2] : -0.0181,-0.2520,1.0501,-3.2348,-0.2212,55.3894,-23.9911,339.6072,-161.9309,0.0141
[2] : -0.0146,-0.2489,1.0112,-6.1645,-1.2207,56.0836,-23.9911,339.6072,-161.9309,0.0141
[2] : 0.0094,-0.2489,0.9555,-1.5258,-0.4348,56.5414,-340.3623,11.2409,-526.2825,0.0142
[2] : -0.0149,-0.2077,0.9648,2.2659,3.2348,54.9087,-110.9557,321.6145,-155.9333,0.0141
[2] : -0.0468,-0.1850,0.9545,4.5242,2.9373,59.0972,-2.9996,336.6084,-176.9248,0.0141
[2] : -0.0461,-0.2056,0.9900,-0.6179,-1.4190,68.9239,-107.9569,312.6182,-167.9284,0.0141
[2] : -0.0238,-0.2395,0.9902,-6.9961,-1.5792,77.1865,7.4960,329.1115,-163.4302,0.0141
[2] : -0.0212,-0.2495,0.9613,-10.1318,-1.4801,79.8110,-95.9618,318.6157,-158.9321,0.0141
[2] : -0.0104,-0.2595,0.9820,-6.8969,-3.8223,82.4584,-352.3574,-0.7541,-529.2813,0.0139
[2] : -0.0501,-0.2970,1.0610,-14.6408,-8.0871,74.0127,26.9881,342.6060,-164.9296,0.0141
[2] : -0.0841,-0.2651,1.0071,-10.0784,-21.3470,68.8552,-358.3549,11.2409,-529.2813,0.0141
[2] : -0.1087,-0.2352,0.9606,-3.3721,-31.3034,87.4176,44.9807,336.6084,-161.9309,0.0141
[2] : -0.0518,-0.2141,0.9586,4.8217,-34.0347,97.4731,-115.4538,320.1151,-166.4290,0.0141
[2] : -0.0151,-0.2073,0.9424,15.2969,-31.0897,98.3276,46.4801,338.1078,-172.4266,0.0141
[2] : 0.0175,-0.2230,0.9893,14.6636,-26.2451,89.5843,53.9771,336.6084,-167.9284,0.0141
[2] : -0.0073,-0.2374,1.0277,7.0953,-18.5394,70.4727,-353.8568,-5.2523,-542.7758,0.0142
[2] : -0.0573,-0.1777,1.0413,4.4174,-15.3884,52.7877,65.9722,333.6096,-176.9248,0.0141
[2] : -0.1206,-0.1395,1.0327,-3.5705,-17.7459,53.7185,-109.4563,314.1176,-172.4266,0.0142
[2] : -0.1124,-0.2108,1.0090,-4.1580,-19.4931,79.3762,77.9673,327.6121,-170.9272,0.0141
[2] : -0.0647,-0.2641,1.0176,-3.1814,-18.2266,96.3058,-100.4599,314.1176,-154.4339,0.0139
[2] : -0.0118,-0.2980,1.0380,-8.4991,-14.5568,103.9199,-338.8629,0.7452,-518.7856,0.0141
[2] : -0.0214,-0.2567,1.0261,-9.0866,-11.4059,87.2192,101.9575,327.6121,-158.9321,0.0141
[2] : -0.0413,-0.2218,1.0116,-3.0670,-12.8250,71.4111,-343.3610,-0.7541,-526.2825,0.0141
[2] : -0.0539,-0.2173,1.0075,5.2719,-14.7171,65.9790,118.4508,314.1176,-169.4278,0.0141
[2] : -0.0806,-0.1693,1.0162,14.5874,-18.4860,64.9871,-100.4599,314.1176,-181.4229,0.0140
[2] : -0.1110,-0.1963,0.9865,18.4478,-29.7241,69.2367,124.4484,317.1163,-163.4302,0.0142
[2] : -0.0515,-0.2180,1.0095,29.9758,-40.0009,80.9478,130.4459,308.1200,-178.4241,0.0142
[2] : 0.0549,-0.3134,1.0002,35.8428,-38.2385,79.4372,-344.8604,-8.2511,-512.7880,0.0142
[2] : 0.0216,-0.2208,1.0194,35.2401,-12.7258,66.3681,142.4411,302.1224,-181.4229,0.0141
[2] : 0.0161,-0.1856,1.0037,24.9862,-5.9051,46.6842,142.4411,302.1224,-181.4229,0.0141
[2] : -0.0169,-0.1317,1.0172,12.8707,-5.9356,31.8069,155.9356,297.6243,-188.9199,0.0141
[2] : -0.0767,-0.0864,1.0308,7.4691,-3.5476,25.3448,155.9356,297.6243,-188.9199,0.0141
[2] : -0.1137,-0.0855,1.0244,14.9841,-5.7296,38.0859,-100.4599,314.1176,-169.4278,0.0141
[2] : -0.0980,-0.1193,1.0107,23.2009,6.0195,78.0792,-349.3586,-15.7480,-526.2825,0.0142
[2] : -0.0881,-0.1541,1.0634,28.2287,20.6222,99.0905,167.9307,288.6279,-203.9138,0.0142
[2] : -0.0044,-0.1443,1.0507,31.1279,27.8396,83.3816,-106.4575,308.1200,-181.4229,0.0141
[2] : -0.0658,-0.1428,1.0667,22.7584,12.8936,62.2024,172.4288,278.1322,-190.4193,0.0141
[2] : -0.1141,-0.1105,1.0541,13.4582,-7.2479,49.5986,-91.4636,305.1212,-190.4193,0.0141
[2] : -0.0407,-0.1367,1.0211,3.9520,-18.2189,33.3938,-338.8629,3.7439,-527.7819,0.0142
[2] : -0.0595,-0.1249,0.9984,4.9438,-12.7563,26.2603,172.4288,272.1347,-205.4132,0.0141
[2] : -0.1164,-0.1088,1.0101,9.2163,-6.2789,33.0200,-103.4587,305.1212,-178.4241,0.0141
[2] : -0.0981,-0.0902,0.9948,12.5350,-3.4637,55.5572,170.9295,258.6401,-209.9113,0.0141
[2] : -0.0654,-0.1334,1.0286,13.0615,-0.1296,57.7468,-95.9618,315.6170,-176.9248,0.0142
[2] : -0.0737,-0.0877,1.0492,14.2898,3.0364,55.7479,194.9197,249.6438,-209.9113,0.0141
[2] : -0.0919,-0.1024,1.0219,3.3187,-3.0593,44.8684,191.9209,255.6414,-209.9113,0.0141
[2] : -0.0792,-0.1473,1.0022,1.6021,-8.3770,37.4374,-340.3623,5.2433,-526.2825,0.0140
[2] : -0.0514,-0.1290,0.9992,1.4953,-7.8735,28.9077,197.9185,252.6426,-200.9150,0.0141
[2] : -0.0631,-0.0705,1.0020,1.0910,-3.2958,22.9415,-104.9581,294.6255,-176.9248,0.0141
[2] : -0.1419,-0.0707,1.0198,-3.4027,-11.8408,31.7001,206.9148,249.6438,-200.9150,0.0142
[2] : -0.1118,-0.0854,1.0562,-2.7999,-11.2304,39.0396,206.9148,249.6438,-200.9150,0.0142
[2] : -0.1164,-0.0792,1.0505,-2.6473,-13.2827,47.7905,-332.8653,-11.2499,-527.7819,0.0141
[2] : -0.0736,-0.1091,1.0167,1.4877,0.1831,55.9234,214.4118,245.1456,-193.4180,0.0141
[2] : -0.0769,-0.0906,1.0199,2.5177,8.3770,52.2766,214.4118,245.1456,-193.4180,0.0141
[2] : -0.0591,-0.1114,1.0201,2.5711,1.8005,41.7480,205.4154,239.1481,-214.4095,0.0141
