[0] : -0.1876,-0.0500,0.9999,0.0152,-6.2637,1.1520,302.8766,269.8901,-200.9181,0.0250
[0] : -0.1633,-0.0355,0.9938,2.0980,-5.0277,3.2653,64.4737,346.3589,-25.4896,0.0251
[0] : -0.1442,-0.0500,1.0130,2.3727,-3.9520,3.3264,298.3785,265.3919,-199.4188,0.0248
[0] : -0.1394,-0.0398,0.9830,0.8239,-2.8076,2.5634,62.9743,347.8583,-35.9853,0.0248
[0] : -0.1392,-0.0283,0.9935,1.8768,-4.1198,2.1057,62.9743,347.8583,-35.9853,0.0249
[0] : -0.1499,-0.0262,0.9960,1.3275,-4.6997,1.3809,301.3772,268.3907,-202.4175,0.0249
[0] : -0.1657,-0.0334,0.9829,0.6484,-3.5552,1.0375,301.3772,268.3907,-202.4175,0.0251
[0] : -0.1361,-0.0471,1.0155,1.5182,-4.3258,3.1509,311.8730,284.8840,-209.9145,0.0248
[0] : -0.1568,0.0201,0.9910,3.0364,-4.4479,3.1051,64.4737,361.3528,-28.4884,0.0248
[0] : -0.1351,-0.0179,0.9946,2.4108,-2.3651,2.0523,301.3772,262.3931,-199.4188,0.0249
[0] : -0.1484,-0.0557,0.9651,0.3585,-3.5552,2.0523,64.4737,313.3724,-61.4749,0.0249
[0] : -0.1415,-0.0264,0.9978,-0.1373,-3.7918,2.9754,304.3760,274.3882,-211.4139,0.0248
[0] : -0.1527,-0.0411,0.9870,2.0065,-5.5389,2.5558,59.9755,332.8644,-56.9768,0.0248
[0] : -0.1610,-0.0243,0.9769,2.9144,-3.7231,3.2577,307.3748,274.3882,-208.4151,0.0248
[0] : -0.1343,-0.0367,0.9866,0.5798,-4.1580,1.4801,64.4737,322.3687,-64.4737,0.0249
[0] : -0.1444,-0.0205,0.9749,-0.2670,-5.1269,1.4648,298.3785,268.3907,-193.4212,0.0251
[0] : -0.1403,-0.0033,0.9642,1.3046,-6.6146,1.6021,56.9768,332.8644,-71.9706,0.0248
[0] : -0.1215,-0.0437,0.9837,3.1890,-3.4561,3.2882,305.8754,272.8888,-194.9206,0.0249
[0] : -0.1906,-0.0464,0.9821,1.0528,-4.3869,0.4730,50.9792,332.8644,-59.9755,0.0248
[0] : -0.1345,-0.0314,0.9760,0.6256,-5.1879,0.8697,65.9731,344.8595,-38.9841,0.0249
[0] : -0.1821,-0.0241,1.0001,2.0675,-3.3340,2.4032,64.4737,316.3711,-67.4725,0.0248
[0] : -0.1575,-0.0546,0.9906,3.2653,-4.6997,1.4877,64.4737,346.3589,-25.4896,0.0253
[0] : -0.1638,-0.0255,0.9868,1.9836,-5.0659,1.7089,296.8791,266.8913,-209.9145,0.0254
[0] : -0.1116,-0.0426,0.9912,1.5487,-4.8065,3.2196,296.8791,266.8913,-209.9145,0.0248
[0] : -0.1475,-0.0549,0.9817,1.3275,-5.3558,0.8773,307.3748,259.3943,-199.4188,0.0249
[0] : -0.1655,-0.0183,0.9611,1.0070,-4.2419,2.3193,59.9755,323.8681,-47.9804,0.0249
[0] : -0.1704,-0.0473,0.9826,1.4266,-5.0888,3.0822,305.8754,269.8901,-200.9181,0.0249
[0] : -0.1312,-0.0338,0.9946,2.1972,-4.4403,1.1978,59.9755,314.8717,-59.9755,0.0248
[0] : -0.1640,-0.0358,1.0013,1.8386,-3.6392,3.1204,59.9755,314.8717,-59.9755,0.0249
[0] : -0.1621,-0.0428,1.0080,1.5258,-4.6691,0.9384,296.8791,266.8913,-203.9169,0.0249
[0] : -0.1634,-0.0345,1.0037,1.8768,-4.3945,1.2893,296.8791,266.8913,-203.9169,0.0248
[0] : -0.1502,-0.0542,0.9757,1.3809,-2.9830,2.2964,292.3809,265.3919,-196.4200,0.0248
[0] : -0.1366,-0.0043,0.9700,0.8468,-4.5928,3.7231,58.4761,355.3553,-28.4884,0.0248
[0] : -0.1419,-0.0531,1.0115,2.1743,-3.4255,3.4179,71.9706,326.8669,-59.9755,0.0249
[0] : -0.1829,-0.0472,0.9977,1.7700,-7.7743,-0.1525,305.8754,266.8913,-209.9145,0.0249
[0] : -0.1865,0.0108,0.9827,1.3961,-5.6686,1.1138,65.9731,329.8656,-68.9719,0.0249
[0] : -0.1394,-0.0534,0.9724,1.5945,-6.4163,3.4790,302.8766,281.8852,-191.9218,0.0249
[0] : -0.1394,0.0083,0.9849,1.5792,-5.6304,3.1127,302.8766,281.8852,-191.9218,0.0249
[0] : -0.1577,-0.0634,1.0035,2.9830,-6.0348,0.4730,290.8815,272.8888,-206.9157,0.0248
