0.0177,-0.7827,0.5831,1.2512,-0.1068,0.1678,473.8070,155.9365,293.8803,0.0214
0.0195,-0.7813,0.5850,1.0833,0.0000,0.3051,473.8070,155.9365,293.8803,0.0214
0.0186,-0.7810,0.5853,1.2359,-0.0610,0.2136,487.3015,166.4322,292.3809,0.0217
0.0208,-0.7828,0.5845,1.2512,-0.0610,0.2746,487.3015,166.4322,292.3809,0.0213
0.0178,-0.7824,0.5808,1.1291,-0.0762,0.2899,487.3015,166.4322,292.3809,0.0213
0.0173,-0.7811,0.5832,0.8850,0.0457,0.2593,487.3015,166.4322,292.3809,0.0214
0.0198,-0.7829,0.5787,1.1444,-0.0457,0.1983,487.3015,166.4322,292.3809,0.0213
0.0199,-0.7839,0.5831,1.7395,-0.0305,0.1831,487.3015,166.4322,292.3809,0.0213
0.0213,-0.7809,0.5886,1.2664,-0.1373,0.2441,470.8082,167.9316,293.8803,0.0217
0.0214,-0.7812,0.5798,1.0375,-0.0915,0.2441,470.8082,167.9316,293.8803,0.0214
0.0217,-0.7807,0.5803,1.0070,-0.0457,0.1983,470.8082,167.9316,293.8803,0.0214
0.0165,-0.7843,0.5810,1.0528,-0.0152,0.3814,470.8082,167.9316,293.8803,0.0213
0.0144,-0.7835,0.5780,0.7324,-0.1373,0.2136,470.8082,167.9316,293.8803,0.0214
0.0170,-0.7843,0.5869,1.1138,0.0152,0.2288,470.8082,161.9340,287.8827,0.0217
0.0210,-0.7812,0.5852,1.8005,0.0152,0.2441,470.8082,161.9340,287.8827,0.0214
0.0197,-0.7808,0.5850,1.7242,-0.0610,0.2593,470.8082,161.9340,287.8827,0.0214
0.0211,-0.7807,0.5876,1.0070,-0.0305,0.2746,470.8082,161.9340,287.8827,0.0214
0.0178,-0.7815,0.5839,0.4119,-0.1373,0.2288,470.8082,161.9340,287.8827,0.0214
0.0180,-0.7827,0.5827,1.1596,-0.0610,0.2136,470.8082,161.9340,287.8827,0.0214
0.0223,-0.7833,0.5888,1.6479,-0.0610,0.2746,470.8082,152.9377,299.8778,0.0217
0.0212,-0.7813,0.5845,1.4343,-0.0457,0.2593,470.8082,152.9377,299.8778,0.0214
0.0193,-0.7799,0.5841,0.9460,-0.0762,0.1678,470.8082,152.9377,299.8778,0.0214
0.0187,-0.7817,0.5833,0.7781,-0.2136,0.2746,470.8082,152.9377,299.8778,0.0213
0.0182,-0.7813,0.5817,1.1901,-0.0305,0.2441,470.8082,152.9377,299.8778,0.0214
0.0180,-0.7810,0.5803,1.3885,-0.0610,0.2288,470.8082,152.9377,299.8778,0.0214
0.0210,-0.7799,0.5903,1.4953,-0.0152,0.2136,479.8046,161.9340,287.8827,0.0217
0.0185,-0.7783,0.5825,1.1749,0.0152,0.3204,479.8046,161.9340,287.8827,0.0214
0.0189,-0.7847,0.5835,0.9765,-0.0152,0.3051,479.8046,161.9340,287.8827,0.0214
0.0211,-0.7821,0.5842,1.1749,0.0000,0.2441,479.8046,161.9340,287.8827,0.0214
0.0191,-0.7830,0.5794,1.2664,-0.1525,0.3204,479.8046,161.9340,287.8827,0.0213
0.0200,-0.7817,0.5789,1.1749,-0.1220,0.1373,479.8046,161.9340,287.8827,0.0214
0.0218,-0.7775,0.5897,1.8005,-0.1068,0.1983,472.3076,160.4346,292.3809,0.0217
0.0202,-0.7799,0.5866,1.6784,-0.1220,0.3814,472.3076,160.4346,292.3809,0.0214
0.0148,-0.7852,0.5775,0.0152,-0.1678,0.2746,472.3076,160.4346,292.3809,0.0214
0.0200,-0.7833,0.5750,0.1831,-0.0457,0.2746,472.3076,160.4346,292.3809,0.0213
0.0191,-0.7839,0.5801,2.5482,-0.0915,0.1831,472.3076,160.4346,292.3809,0.0214
0.0216,-0.7797,0.5913,2.7770,-0.1068,0.2136,488.8009,164.9328,296.8791,0.0216
0.0166,-0.7806,0.5856,0.8392,-0.1068,0.2136,488.8009,164.9328,296.8791,0.0214
0.0175,-0.7839,0.5764,-0.4425,-0.1525,0.3356,488.8009,164.9328,296.8791,0.0213
0.0360,-0.7802,0.5714,1.0986,-0.2441,-0.1983,488.8009,164.9328,296.8791,0.0214
