-0.0145,0.0186,1.0061,0.0534,-0.1755,0.0229,10.7182,8.9904,13.8693,18414427
-0.0159,0.0192,1.0069,0.1221,-0.2290,0.0839,16.0773,21.5771,22.5377,18415605
-0.0154,0.0209,1.0062,0.1679,-0.2366,0.0763,10.7182,12.5866,13.8693,18416783
-0.0125,0.0206,1.0042,0.0458,-0.2061,0.0687,8.9318,14.3847,-1.7336,18417961
-0.0160,0.0189,1.0036,-0.0305,0.1908,0.1450,23.2229,17.9809,19.0703,18419139
-0.0172,0.0174,1.0047,0.0992,0.2900,0.0534,10.7182,19.7790,10.4020,18420317
-0.0176,0.0175,1.0083,0.0534,0.1603,-0.0839,7.1454,16.1828,13.8693,18421495
-0.0173,0.0176,1.0063,0.0916,-0.4503,-0.0076,10.7182,12.5866,10.4020,18422670
-0.0136,0.0174,1.0090,0.1068,-0.4809,0.0534,0.0000,5.3942,13.8693,18423845
-0.0132,0.0170,1.0070,0.0992,-0.2519,0.1221,14.2910,12.5866,20.8040,18425023
-0.0120,0.0197,1.0064,-0.0458,-0.2366,0.0992,7.1454,16.1828,10.4020,18426201
-0.0145,0.0183,1.0053,-0.0229,-0.1603,0.0839,7.1454,1.7980,20.8040,18427376
-0.0144,0.0196,1.0064,-0.0152,0.2061,0.0000,10.7182,1.7980,6.9346,18428551
-0.0179,0.0187,1.0039,0.0381,0.4732,0.0458,7.1454,1.7980,10.4020,18429726
-0.0191,0.0175,1.0048,0.1908,0.3206,0.1221,16.0773,17.9809,8.6683,18430900
-0.0209,0.0190,1.0090,0.1297,-0.2748,0.0229,7.1454,8.9904,17.3366,18432075
-0.0173,0.0187,1.0071,0.0839,-0.3511,-0.0534,5.3590,3.5961,15.6030,18433250
-0.0161,0.0203,1.0083,0.0763,-0.2519,0.0000,19.6501,3.5961,12.1356,18434425
-0.0126,0.0206,1.0076,0.0839,-0.4274,-0.0381,-1.7863,14.3847,26.0050,18435597
-0.0109,0.0178,1.0044,0.0916,-0.4809,0.0152,12.5046,10.7885,22.5377,18436772
-0.0116,0.0195,1.0034,0.0687,-0.1755,0.0381,17.8637,16.1828,10.4020,18437947
-0.0139,0.0183,1.0018,-0.0763,0.2977,0.0916,28.5820,1.7980,13.8693,18439119
-0.0160,0.0202,1.0061,0.0687,0.4122,0.0839,10.7182,5.3942,17.3366,18440294
-0.0181,0.0186,1.0078,-0.0763,0.2824,0.1450,17.8637,16.1828,10.4020,18441469
