šrºº‚¢bjººrÊ²Â’b‚r‚’Šºj
-0.0955,0.0198,0.9915,1.2207,-0.1602,-0.0762,365.8510,557.7728,-83.9658,0.0217
-0.0925,0.0205,0.9962,1.0833,-0.1831,-0.0610,346.3589,556.2734,-88.4639,0.0217
-0.0889,0.0220,0.9935,1.2283,-0.2746,0.0686,359.8534,560.7716,-80.9670,0.0217
-0.0917,0.0263,0.9946,1.2054,-0.2975,0.4272,346.3589,556.2734,-85.4652,0.0217
-0.0958,0.0253,0.9954,1.2283,-0.1678,0.0152,355.3553,562.2710,-91.4627,0.0216
-0.0951,0.0242,0.9959,1.1825,-0.2593,0.0228,353.8559,551.7753,-92.9621,0.0217
-0.0918,0.0210,0.9946,1.1062,-0.2441,0.0762,349.3577,547.2771,-73.4700,0.0217
-0.0935,0.0236,0.9974,1.0604,-0.2746,0.0076,353.8559,551.7753,-92.9621,0.0217
-0.0952,0.0212,0.9945,1.1749,-0.2593,0.0000,346.3589,568.2686,-79.4676,0.0216
-0.0814,0.0205,1.0003,0.8392,-0.5340,-0.2136,337.3626,553.2747,-79.4676,0.0217
-0.0859,0.0268,0.9952,0.8926,-0.3433,0.5645,350.8571,572.7667,-71.9706,0.0216
-0.0841,0.0249,0.9937,1.2130,-0.1220,-1.2664,346.3589,553.2747,-67.4725,0.0217
-0.0931,0.0244,0.9949,1.1825,-0.1144,-0.0991,356.8547,554.7741,-71.9706,0.0217
-0.0913,0.0245,0.9978,1.1444,-0.0534,0.0381,343.3601,553.2747,-70.4713,0.0217
-0.0968,0.0201,0.9974,1.0986,-0.2136,0.0534,346.3589,550.2759,-82.4664,0.0217
-0.1008,0.0159,0.9920,1.1596,-0.3738,-0.0686,358.3540,556.2734,-88.4639,0.0217
-0.0911,0.0240,0.9900,1.0375,-0.4653,-0.1449,353.8559,548.7765,-80.9670,0.0216
-0.0946,0.0444,0.9926,0.5798,-0.6256,4.4174,358.3540,562.2710,-73.4700,0.0217
-0.0644,0.0107,0.9948,0.8392,-0.1220,4.6310,352.3565,565.2698,-73.4700,0.0217
-0.0977,0.0133,0.9968,0.9613,-0.4272,0.7629,358.3540,562.2710,-73.4700,0.0217
-0.0933,0.0219,0.9974,1.2207,-0.1983,-0.3128,352.3565,562.2710,-64.4737,0.0217
-0.0864,0.0251,0.9933,1.2817,-0.0381,-0.5416,361.3528,547.2771,-61.4749,0.0217
-0.0870,0.0317,0.9959,1.2664,-0.1525,-0.1831,347.8583,563.7704,-80.9670,0.0216
-0.0944,0.0195,0.9938,1.0757,-0.0915,-0.2746,341.8608,554.7741,-74.9694,0.0217
-0.1010,0.0169,0.9920,1.2817,-0.0076,-0.1220,346.3589,544.2783,-73.4700,0.0217
-0.0981,0.0239,0.9946,1.2969,-0.2975,-0.1144,350.8571,554.7741,-80.9670,0.0217
-0.1102,0.0183,0.9923,0.8850,-0.4882,2.4948,358.3540,550.2759,-85.4652,0.0217
-0.0804,0.0225,0.9963,0.5340,-0.1983,3.2196,352.3565,553.2747,-73.4700,0.0217
